rva	symbol	category	disposition	public_header	probe	address_id
0000C940	?async_push_core_ws@IVP_Core@@QAEXPBVIVP_U_Point@@PBVIVP_U_Float_Point@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreAsyncPushWorld	CoreAsyncPushWorld
0000CA80	?test_push_core@IVP_Core@@QBEXPBVIVP_U_Float_Point@@00PAV2@1@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreTestPush	CoreTestPush
0000CB20	?test_rot_push_core_multiple_cs@IVP_Core@@QAEXPBVIVP_U_Float_Point@@NPAV2@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreTestRotationalPushCore	CoreTestRotationalPushCore
0000CB70	?rot_push_core_cs@IVP_Core@@QAEXPBVIVP_U_Float_Point@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreRotationalPushCore	CoreRotationalPushCore
0000CBD0	?commit_all_async_pushes@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreCommitAsyncPushes	CoreCommitAsyncPushes
0000CC70	?calc_next_PSI_matrix_zero_speed@IVP_Core@@QAEXPAVIVP_Event_Sim@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreCalculateNextMatrixZeroSpeed	CoreCalculateNextMatrixZeroSpeed
0000CCF0	?unlink_obj_from_core_and_maybe_destroy@IVP_Core@@QAEXPAVIVP_Real_Object@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreUnlinkObject	CoreUnlinkObject
0000CD80	?stop_movement_without_collision_recheck@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreStopMovement	CoreStopMovement
0000CE20	?stop_physical_movement@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreStopPhysicalMovement	CoreStopPhysicalMovement
0000CEC0	?reset_freeze_check_values@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreResetFreezeCheckValues	CoreResetFreezeCheckValues
0000CF20	?init_core_for_simulation@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreInitializeForSimulation	CoreInitializeForSimulation
0000CFA0	?synchronize_with_rot_z@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreSynchronizeWithRotation	CoreSynchronizeWithRotation
0000D140	?undo_synchronize_rot_z@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreUndoSynchronizeRotation	CoreUndoSynchronizeRotation
0000D1A0	?calc_calc@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreCalculateRedundantValues	CoreCalculateRedundantValues
0000D270	?transform_PSI_matrizes_core@IVP_Core@@QAEXPBVIVP_U_Matrix@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreTransformPsiMatrices	CoreTransformPsiMatrices
0000D2F0	?init@IVP_Core@@IAEXPAVIVP_Real_Object@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreInitialize	CoreInitialize
0000D400	??0IVP_Core@@QAE@PAVIVP_Real_Object@@PBVIVP_U_Quat@@PBVIVP_U_Point@@W4IVP_BOOL@@3@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreConstruct	CoreConstruct
0000D580	??1IVP_Core@@QAE@XZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreDestruct	CoreDestruct
0000D680	?calc_movement_state@IVP_Core@@QAE?AW4IVP_Movement_Type@@VIVP_Time@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreCalculateMovementState	CoreCalculateMovementState
0000D930	?update_exact_mindist_events_of_core@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreUpdateExactMindistEvents	CoreUpdateExactMindistEvents
0000D960	?get_friction_info@IVP_Core@@QAEPAVIVP_Friction_Info_For_Core@@PAVIVP_Friction_System@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreGetFrictionInfo	CoreGetFrictionInfo
0000D9A0	?moveable_core_has_friction_info@IVP_Core@@QAEPAVIVP_Friction_Info_For_Core@@XZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreMoveableHasFrictionInfo	CoreMoveableHasFrictionInfo
0000D9B0	?add_friction_info@IVP_Core@@QAEXPAVIVP_Friction_Info_For_Core@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreAddFrictionInfo	CoreAddFrictionInfo
0000DA50	?unlink_friction_info@IVP_Core@@QAEXPAVIVP_Friction_Info_For_Core@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreUnlinkFrictionInfo	CoreUnlinkFrictionInfo
0000DA80	?delete_friction_info@IVP_Core@@QAEXPAVIVP_Friction_Info_For_Core@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreDeleteFrictionInfo	CoreDeleteFrictionInfo
0000DAB0	?ensure_core_to_be_in_simulation@IVP_Core@@QAEXXZ	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreEnsureSimulation	CoreEnsureSimulation
0000DAE0	?isqrt_float@IVP_Inline_Math@@SAMM@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::InlineMathInverseSqrtFloat	InlineMathInverseSqrtFloat
0000DB80	?isqrt_double@IVP_Inline_Math@@SANN@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::InlineMathInverseSqrtDouble	InlineMathInverseSqrtDouble
0000DC40	?set_interpolate@IVP_U_Point@@QAEXPBV1@0N@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::PointInterpolate	PointInterpolate
0000DCB0	?set_interpolate@IVP_U_Point@@QAEXPBVIVP_U_Float_Point@@0N@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::PointInterpolateFloat	PointInterpolateFloat
0000DD50	?fast_normize@IVP_U_Point@@QAE?AW4IVP_RETURN_TYPE@@XZ	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::PointFastNormalize	PointFastNormalize
0000DE30	?real_length_plus_normize@IVP_U_Point@@QAENXZ	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::PointLengthAndNormalize	PointLengthAndNormalize
0000DF30	?real_length_plus_normize@IVP_U_Float_Point@@QAENXZ	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::FloatPointLengthAndNormalize	FloatPointLengthAndNormalize
0000E220	?set_orthogonal_part@IVP_U_Float_Point@@QAEXPBV1@0@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::FloatPointOrthogonalPart	FloatPointOrthogonalPart
0000E280	?calc_cross_product@IVP_U_Point@@QAEXPBV1@0@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::PointCrossProduct	PointCrossProduct
0000E2C0	?calc_cross_product@IVP_U_Float_Point@@QAEXPBV1@0@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::FloatPointCrossProduct	FloatPointCrossProduct
0000E300	?solve_quadratic_equation_accurate@IVP_U_Point@@QAEXPBV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::PointSolveQuadratic	PointSolveQuadratic
0000E3C0	?is_parallel@IVP_U_Point@@QBE?AW4IVP_BOOL@@PBV1@N@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::PointIsParallel	PointIsParallel
0000E4B0	?line_min@IVP_U_Point@@QAEXPBV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::PointLineMin	PointLineMin
0000E4F0	?line_max@IVP_U_Point@@QAEXPBV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::PointLineMax	PointLineMax
0000E530	?proj_on_plane@IVP_U_Hesse@@QBEXPBVIVP_U_Point@@PAV2@@Z	public-geometry	typed-wrapper	include/BML/IVP/Geometry.h	Address::HesseProjectOnPlane	HesseProjectOnPlane
0000E5C0	?calc_hesse@IVP_U_Hesse@@QAEXPBVIVP_U_Point@@00@Z	public-geometry	typed-wrapper	include/BML/IVP/Geometry.h	Address::HesseCalculate	HesseCalculate
0000E680	?calc_hesse@IVP_U_Hesse@@QAEXPBVIVP_U_Float_Point@@00@Z	public-geometry	typed-wrapper	include/BML/IVP/Geometry.h	Address::HesseCalculateFromFloat	HesseCalculateFromFloat
0000E740	?normize@IVP_U_Hesse@@QAEXXZ	public-geometry	typed-wrapper	include/BML/IVP/Geometry.h	Address::HesseNormalize	HesseNormalize
0000E8F0	?real_invert@IVP_U_Matrix@@QAE?AW4IVP_RETURN_TYPE@@N@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::MatrixInvert	MatrixInvert
0000EB30	?init3@IVP_U_Matrix3@@QAEXXZ	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::Matrix3Initialize	Matrix3Initialize
0000EB60	?init_normized3_col@IVP_U_Matrix3@@QAEXPBVIVP_U_Point@@W4IVP_COORDINATE_INDEX@@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::Matrix3InitializeNormalizedColumn	Matrix3InitializeNormalizedColumn
0000EC90	?mmult4@IVP_U_Matrix@@QBEXPBV1@PAV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::MatrixMultiply	MatrixMultiply
0000EDE0	?mimult4@IVP_U_Matrix@@QBEXPBV1@PAV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::MatrixInverseMultiply	MatrixInverseMultiply
0000EF10	?mmult3@IVP_U_Matrix3@@QBEXPBV1@PAV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::Matrix3Multiply	Matrix3Multiply
0000EFE0	?mimult3@IVP_U_Matrix3@@QBEXPBV1@PAV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::Matrix3InverseMultiply	Matrix3InverseMultiply
0000F0E0	?mi2mult4@IVP_U_Matrix@@QBEXPBV1@PAV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::MatrixMultiplyInverse	MatrixMultiplyInverse
0000F140	?mi2mult3@IVP_U_Matrix3@@QBEXPBV1@PAV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::Matrix3MultiplyInverse	Matrix3MultiplyInverse
0000F210	?transpose3@IVP_U_Matrix3@@QAEXXZ	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::Matrix3Transpose	Matrix3Transpose
0000F250	?set_transpose3@IVP_U_Matrix3@@QAEXPBV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::Matrix3SetTranspose	Matrix3SetTranspose
0000F2C0	?set_transpose@IVP_U_Matrix@@QAEXPBV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::MatrixSetTranspose	MatrixSetTranspose
0000F370	?vimult4@IVP_U_Matrix@@QBEXPBVIVP_U_Point@@PAVIVP_U_Float_Point@@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::MatrixInverseTransformPointToFloat	MatrixInverseTransformPointToFloat
0000F450	?vimult4@IVP_U_Matrix@@QBEXPBVIVP_U_Float_Point@@PAV2@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::MatrixInverseTransformFloatPoint	MatrixInverseTransformFloatPoint
0000F4C0	?vmult4@IVP_U_Matrix@@QBEXPBVIVP_U_Float_Point@@PAV2@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::MatrixTransformFloatPoint	MatrixTransformFloatPoint
0000F550	?vmult4@IVP_U_Matrix@@QBEXPBVIVP_U_Point@@PAV2@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::MatrixTransformPoint	MatrixTransformPoint
0000F5F0	?vmult4@IVP_U_Matrix@@QBEXPBVIVP_U_Float_Point@@PAVIVP_U_Point@@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::MatrixTransformFloatPointToPoint	MatrixTransformFloatPointToPoint
0000F690	?vmult3@IVP_U_Matrix3@@QBEXPBVIVP_U_Float_Point@@PAV2@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::Matrix3TransformFloatPoint	Matrix3TransformFloatPoint
0000F6F0	?vmult3@IVP_U_Matrix3@@QBEXPBVIVP_U_Point@@PAV2@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::Matrix3TransformPoint	Matrix3TransformPoint
0000F870	?calc_an_orthogonal@IVP_U_Point@@QAEXPBV1@@Z	public-types	typed-wrapper	include/BML/IVP/Types.h	Address::PointCalculateOrthogonal	PointCalculateOrthogonal
00011300	?sim_unit_calc_redundants@IVP_Simulation_Unit@@QAEXXZ	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitCalculateRedundants	SimulationUnitCalculateRedundants
00011370	?controller_is_known_to_sim_unit@IVP_Simulation_Unit@@QAE?AW4IVP_BOOL@@PAVIVP_Controller@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitKnowsController	SimulationUnitKnowsController
000113B0	?add_controlled_core_for_controller@IVP_Simulation_Unit@@QAEXPAVIVP_Controller@@PAVIVP_Core@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitAddControlledCore	SimulationUnitAddControlledCore
00011410	?add_controller_unit_sim@IVP_Simulation_Unit@@QAEXPAVIVP_Controller@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitAddController	SimulationUnitAddController
00011470	?split_sim_unit@IVP_Simulation_Unit@@QAEXPAVIVP_Core@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitSplit	SimulationUnitSplit
000115B0	?perform_test_and_split@IVP_Simulation_Unit@@QAEXXZ	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitPerformSplitTest	SimulationUnitPerformSplitTest
000115E0	?sim_unit_union_find_test@IVP_Simulation_Unit@@QAEPAVIVP_Core@@XZ	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitUnionFindTest	SimulationUnitUnionFindTest
00011690	?clean_sim_unit@IVP_Simulation_Unit@@QAEXXZ	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitClean	SimulationUnitClean
00011720	?throw_cores_into_my_sim_unit@IVP_Simulation_Unit@@QAEXPAV1@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitThrowCores	SimulationUnitThrowCores
00011770	?fusion_simulation_unities@IVP_Simulation_Unit@@QAEXPAV1@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitFuse	SimulationUnitFuse
00011790	?get_pos_of_controller@IVP_Simulation_Unit@@QAEHPAVIVP_Controller@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitFindController	SimulationUnitFindController
000117C0	?sim_unit_remove_core@IVP_Simulation_Unit@@QAEXPAVIVP_Core@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitRemoveCoreAndOwnership	SimulationUnitRemoveCoreAndOwnership
00011890	??1IVP_Simulation_Unit@@QAE@XZ	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitDestruct	SimulationUnitDestruct
00011920	??0IVP_Simulation_Unit@@QAE@XZ	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitConstruct	SimulationUnitConstruct
00011970	?rem_sim_unit_controller@IVP_Simulation_Unit@@QAEXPAVIVP_Controller@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitRemoveController	SimulationUnitRemoveController
000119D0	?add_sim_unit_core@IVP_Simulation_Unit@@QAEXPAVIVP_Core@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitAddCore	SimulationUnitAddCore
00011A00	?rem_sim_unit_core@IVP_Simulation_Unit@@QAEXPAVIVP_Core@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitRemoveCore	SimulationUnitRemoveCore
00011A60	?remove_controller_from_environment@IVP_Controller_Manager@@SAXPAVIVP_Controller_Dependent@@W4IVP_BOOL@@@Z	public-controller	typed-wrapper	include/BML/IVP/Controller.h	Address::ControllerManagerRemoveFromEnvironment	ControllerManagerRemoveFromEnvironment
00011AD0	?ensure_controller_in_simulation@IVP_Controller_Manager@@QAEXPAVIVP_Controller_Dependent@@@Z	public-controller	typed-wrapper	include/BML/IVP/Controller.h	Address::ControllerManagerEnsureSimulation	ControllerManagerEnsureSimulation
00011B30	?announce_controller_to_environment@IVP_Controller_Manager@@QAEXPAVIVP_Controller_Dependent@@@Z	public-controller	typed-wrapper	include/BML/IVP/Controller.h	Address::ControllerManagerAnnounce	ControllerManagerAnnounce
00011C00	?rem_core_controller@IVP_Core@@QAEXPAVIVP_Controller@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreRemoveController	CoreRemoveController
00011C70	?add_core_controller@IVP_Core@@QAEXPAVIVP_Controller@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::CoreAddController	CoreAddController
00011CC0	?add_controller_of_core@IVP_Simulation_Unit@@QAEXPAVIVP_Core@@PAVIVP_Controller@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitAddControllerForCore	SimulationUnitAddControllerForCore
00011D00	?remove_controller_of_core@IVP_Simulation_Unit@@QAEXPAVIVP_Core@@PAVIVP_Controller@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitRemoveControllerForCore	SimulationUnitRemoveControllerForCore
00011DB0	?sim_unit_sort_controllers@IVP_Simulation_Unit@@QAEXXZ	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitSortControllers	SimulationUnitSortControllers
00011E40	?sim_unit_exchange_controllers@IVP_Simulation_Unit@@QAEXHH@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitExchangeControllers	SimulationUnitExchangeControllers
00011E70	??0IVP_Sim_Units_Manager@@QAE@PAVIVP_Environment@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitsManagerConstruct	SimulationUnitsManagerConstruct
00011ED0	?add_unit_to_slot@IVP_Sim_Units_Manager@@QAEXPAVIVP_Simulation_Unit@@PAPAV2@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitsManagerAddToSlot	SimulationUnitsManagerAddToSlot
00011EF0	?add_sim_unit_to_manager@IVP_Sim_Units_Manager@@QAEXPAVIVP_Simulation_Unit@@@Z	public-core	typed-wrapper	include/BML/IVP/Core.h	Address::SimulationUnitsManagerAdd	SimulationUnitsManagerAdd
00011F20	?rem_unit_from_slot@IVP_Sim_Units_Manager@@QAEXPAVIVP_Simulation_Unit@@PAPAV2@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitsManagerRemoveFromSlot	SimulationUnitsManagerRemoveFromSlot
00011F50	?rem_sim_unit_from_manager@IVP_Sim_Units_Manager@@QAEXPAVIVP_Simulation_Unit@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitsManagerRemove	SimulationUnitsManagerRemove
00011F80	?sim_unit_revive_for_simulation@IVP_Simulation_Unit@@QAEXPAVIVP_Environment@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitRevive	SimulationUnitRevive
00011FE0	?set_standard_gravity@IVP_Standard_Gravity_Controller@@QAEXPAVIVP_U_Point@@@Z	public-controller	typed-wrapper	include/BML/IVP/Controller.h	Address::StandardGravitySet	StandardGravitySet
000120B0	?sim_unit_clear_movement_check_values@IVP_Simulation_Unit@@QAEXXZ	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitClearMovementChecks	SimulationUnitClearMovementChecks
000120D0	?do_sim_unit_union_find@IVP_Simulation_Unit@@QAEXXZ	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::SimulationUnitUnionFind	SimulationUnitUnionFind
000120F0	?sim_unit_calc_movement_state@IVP_Simulation_Unit@@QAE?AW4IVP_BOOL@@PAVIVP_Environment@@@Z	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::SimulationUnitCalculateMovementState	SimulationUnitCalculateMovementState
000121B0	?simulate_single_sim_unit_psi@IVP_Simulation_Unit@@QAEXPAVIVP_Event_Sim@@PAV?$IVP_U_Vector@VIVP_Core@@@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitSimulatePsi	SimulationUnitSimulatePsi
000124C0	?simulate_sim_units_psi@IVP_Sim_Units_Manager@@QAEXPAVIVP_Environment@@PAV?$IVP_U_Vector@VIVP_Core@@@@@Z	public-simulation-unit	typed-wrapper	include/BML/IVP/SimulationUnit.h	Address::SimulationUnitsManagerSimulatePsi	SimulationUnitsManagerSimulatePsi
00012690	?set_constraint_Ros@IVP_Template_Constraint@@QAEXPAVIVP_Real_Object@@PBVIVP_U_Point@@1II0PBVIVP_U_Matrix@@@Z	public-constraint	typed-wrapper	include/BML/IVP/Constraint.h	Address::TemplateConstraintSetRos	TemplateConstraintSetRos
00012A40	??0IVP_Freeze_Manager@@QAE@XZ	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::FreezeManagerConstruct	FreezeManagerConstruct
00012A50	?init_freeze_manager@IVP_Freeze_Manager@@QAEXXZ	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::FreezeManagerInitialize	FreezeManagerInitialize
00013240	?set_delta_PSI_time@IVP_Environment@@QAEXN@Z	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::EnvironmentSetFixedStep	EnvironmentSetFixedStep
00013650	?fire_object_is_removed_from_collision_detection@IVP_Environment@@QAEXPAVIVP_Real_Object@@@Z	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::EnvironmentNotifyCollisionRemoval	EnvironmentNotifyCollisionRemoval
000137D0	?get_root_cluster@IVP_Environment@@QAEPAVIVP_Cluster@@XZ	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::EnvironmentGetRootCluster	EnvironmentGetRootCluster
000138F0	?set_current_time@IVP_Environment@@QAEXVIVP_Time@@@Z	public-environment	typed-wrapper	include/BML/IVP/Environment.h	Address::EnvironmentSetCurrentTime	EnvironmentSetCurrentTime
00013EA0	?init_anchor@IVP_Anchor@@QAEXPAVIVP_Actuator@@PAVIVP_Template_Anchor@@@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::AnchorInitialize	AnchorInitialize
00013F60	??0IVP_Actuator@@QAE@PAVIVP_Environment@@@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorConstruct	ActuatorConstruct
00014020	??0IVP_Actuator_Two_Point@@QAE@PAVIVP_Environment@@PAVIVP_Template_Two_Point@@W4IVP_ACTUATOR_TYPE@@@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorTwoPointConstruct	ActuatorTwoPointConstruct
000141C0	?ensure_actuator_in_simulation@IVP_Actuator_Two_Point@@QAEXXZ	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorEnsureSimulation	ActuatorEnsureSimulation
000141E0	??1IVP_Anchor@@AAE@XZ	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::AnchorDestruct	AnchorDestruct
000141F0	?object_is_going_to_be_deleted_event@IVP_Anchor@@QAEXPAVIVP_Real_Object@@@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::AnchorObjectDeleted	AnchorObjectDeleted
00014220	?fire_event_spring_broken@IVP_Actuator_Spring@@AAEXXZ	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorSpringFireBroken	ActuatorSpringFireBroken
00014250	??0IVP_Actuator_Spring@@IAE@PAVIVP_Environment@@PAVIVP_Template_Spring@@W4IVP_ACTUATOR_TYPE@@@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorSpringConstruct	ActuatorSpringConstruct
00014370	?set_len@IVP_Actuator_Spring@@QAEXN@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorSpringSetLength	ActuatorSpringSetLength
00014390	?set_constant@IVP_Actuator_Spring@@QAEXN@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorSpringSetConstant	ActuatorSpringSetConstant
000143B0	?set_damp@IVP_Actuator_Spring@@QAEXN@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorSpringSetDamping	ActuatorSpringSetDamping
000143D0	?set_rel_pos_damp@IVP_Actuator_Spring@@QAEXN@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorSpringSetRelativePositionDamping	ActuatorSpringSetRelativePositionDamping
00014440	?active_float_changed@IVP_Actuator_Spring_Active@@EAEXPAVIVP_U_Active_Float@@@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorSpringActiveFloatChanged	ActuatorSpringActiveFloatChanged
000144D0	??0IVP_Actuator_Spring_Active@@IAE@PAVIVP_Environment@@PAVIVP_Template_Spring@@@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorSpringActiveConstruct	ActuatorSpringActiveConstruct
000146D0	?do_simulation_controller@IVP_Actuator_Spring@@UAEXPAVIVP_Event_Sim@@PAV?$IVP_U_Vector@VIVP_Core@@@@@Z	public-actuator	typed-wrapper	include/BML/IVP/Actuator.h	Address::ActuatorSpringDoSimulation	ActuatorSpringDoSimulation
000149E0	unknown_libname_57	public-collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	Address::CollisionFilterExclusivePairHash	CollisionFilterExclusivePairHash
00014B30	?check_objects_for_collision_detection@IVP_Collision_Filter_Exclusive_Pair@@UAE?AW4IVP_BOOL@@PAVIVP_Real_Object@@0@Z	public-collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	Address::CollisionFilterExclusivePairCheck	CollisionFilterExclusivePairCheck
00014C10	??1IVP_Collision_Filter_Exclusive_Pair@@UAE@XZ	public-collision-filter	typed-wrapper	include/BML/IVP/CollisionFilter.h	Address::CollisionFilterExclusivePairDestruct	CollisionFilterExclusivePairDestruct
00014E00	?reset_and_print_performance_counters@IVP_PerformanceCounter_Simple@@UAEXVIVP_Time@@@Z	public-performance	typed-wrapper	include/BML/IVP/Performance.h	Address::PerformanceCounterSimpleReset	PerformanceCounterSimpleReset
00014F60	?environment_is_going_to_be_deleted@IVP_PerformanceCounter_Simple@@UAEXPAVIVP_Environment@@@Z	public-performance	typed-wrapper	include/BML/IVP/Performance.h	Address::PerformanceCounterSimpleEnvironmentDelete	PerformanceCounterSimpleEnvironmentDelete
00014FE0	?pcount@IVP_PerformanceCounter_Simple@@UAEXW4IVP_PERFORMANCE_ELEMENT@@@Z	public-performance	typed-wrapper	include/BML/IVP/Performance.h	Address::PerformanceCounterSimpleCount	PerformanceCounterSimpleCount
